"","row_id","player_id","school","wave","session","date","event_id","event_description","event_category","event_time","event_time_dbl","minigame_level","total_points","total_strikes","missed_safe_invitations","accepted_unsafe_invitations","skill_id","priority_type_2","player_points","opponent_points","old_skill_point","new_skill_point","S5_mean.0","S5_mean.3","S5_mean.6","S5_mean.12","S5_mean.24"
"668",313139,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 50M 49S",186649,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",313140,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 50M 49S",186649,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",313141,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 51M 4S",186664,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",313142,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 51M 5S",186665,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",313143,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 51M 5S",186665,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",313144,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 51M 6S",186666,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",313145,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 51M 7S",186667,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",313146,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 51M 7S",186667,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",313147,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 51M 9S",186669,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",313148,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 51M 14S",186674,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",313149,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 51M 19S",186679,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",313150,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 51M 26S",186686,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",313151,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 51M 27S",186687,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",313152,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 51M 27S",186687,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",313153,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 51M 27S",186687,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",313154,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 51M 29S",186689,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",313155,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 51M 30S",186690,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",313156,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 51M 48S",186708,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",313157,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 51M 50S",186710,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",313158,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 52M 16S",186736,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",313159,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 52M 23S",186743,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",313160,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 52M 24S",186744,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",313161,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 52M 26S",186746,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",313162,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 52M 43S",186763,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",313163,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 52M 44S",186764,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",313164,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 52M 44S",186764,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",313165,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 52M 45S",186765,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",313166,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 52M 46S",186766,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",313167,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 52M 46S",186766,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",313168,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 52M 47S",186767,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",313169,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 52M 51S",186771,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",313170,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 52M 59S",186779,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",313171,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 53M 3S",186783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",313172,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 53M 10S",186790,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",313173,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 53M 10S",186790,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",313174,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 53M 11S",186791,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",313175,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 53M 12S",186792,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705",313176,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 53M 13S",186793,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",313177,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 53M 17S",186797,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707",313178,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 53M 33S",186813,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",313179,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 53M 35S",186815,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709",313180,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 53M 44S",186824,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",313181,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 53M 54S",186834,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",313182,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 53M 55S",186835,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",313183,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 53M 55S",186835,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",313184,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 53M 55S",186835,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",313185,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 53M 56S",186836,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",313186,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 53M 58S",186838,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716",313187,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 54M 5S",186845,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717",313188,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 54M 17S",186857,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718",313189,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 54M 24S",186864,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719",313190,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 54M 36S",186876,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720",313191,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 54M 37S",186877,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",313192,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 54M 37S",186877,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",313193,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 54M 37S",186877,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",313194,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 54M 38S",186878,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",313195,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 54M 39S",186879,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",313196,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 54M 45S",186885,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",313197,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 54M 59S",186899,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",313198,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 55M 0S",186900,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",313199,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 55M 8S",186908,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",313200,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 55M 15S",186915,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",313201,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 55M 17S",186917,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",313202,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 55M 18S",186918,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",313203,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 55M 18S",186918,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",313204,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 55M 20S",186920,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",313205,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 55M 20S",186920,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",313206,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 55M 23S",186923,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",313207,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 55M 29S",186929,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",313208,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","51H 55M 38S",186938,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",313209,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","51H 55M 41S",186941,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",313210,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","51H 55M 42S",186942,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",313211,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",904,"Player starts drag on NPC","People Sense","51H 55M 42S",186942,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",313212,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",905,"Player drops an NPC in a rank slot","People Sense","51H 55M 43S",186943,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",313213,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",906,"Ready for Invite button appears","People Sense","51H 55M 43S",186943,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",313214,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",907,"Player hits Ready for Invites Button","People Sense","51H 55M 49S",186949,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",313215,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 55M 49S",186949,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",313216,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 55M 58S",186958,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",313217,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 55M 59S",186959,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",313218,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 55M 59S",186959,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",313219,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 5S",186965,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",313220,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 56M 6S",186966,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",313221,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 6S",186966,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",313222,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 10S",186970,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",313223,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 56M 11S",186971,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",313224,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 11S",186971,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",313225,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 15S",186975,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",313226,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 56M 16S",186976,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",313227,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 16S",186976,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",313228,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 21S",186981,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",313229,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 56M 22S",186982,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",313230,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 22S",186982,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",313231,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 31S",186991,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",313232,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 56M 32S",186992,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",313233,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 32S",186992,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",313234,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 41S",187001,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",313235,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 56M 42S",187002,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",313236,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 42S",187002,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",313237,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 45S",187005,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",313238,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",908,"Invitation appears","People Sense","51H 56M 46S",187006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",313239,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 46S",187006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",313240,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",909,"Player chooses response to invitation","People Sense","51H 56M 49S",187009,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",313241,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",910,"Player hits continue button after seeing invitation results panel","People Sense","51H 56M 50S",187010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",313242,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",911,"Player hits continue button on final results panel","People Sense","51H 56M 52S",187012,7,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",314003,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",900,"Player closes intro panel to start game","People Sense","52H 20M 10S",188410,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",314004,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","52H 20M 10S",188410,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",314005,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","52H 20M 16S",188416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",314006,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","52H 20M 23S",188423,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",314007,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",902,"Player selects an NPC fact","People Sense","52H 20M 29S",188429,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",314008,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",901,"Player selects an NPC","People Sense","52H 21M 10S",188470,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",314009,6427031,3561,"3561 YES! Program Fall 2013","Session 6 _ 7","2013-12-04",903,"Player hits Done button on NPC fact","People Sense","52H 21M 10S",188470,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
